itemUID,issueDate,itemResidency,duration,durationValue,residency,state,itemType,itemYear,price,birthYear,gender,county,customerUID,age
11066,2011-12-27,T,Season,1,T,NE,Deer,2011,30,1993,Male,custer,1108,18
11629,2012-02-20,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1993,Male,custer,1108,19
14811,2012-09-21,T,Season,1,T,NE,Deer,2012,30,1993,Male,custer,1108,19
15810,2012-11-11,T,Season,1,T,NE,Deer,2012,30,1993,Male,custer,1108,19
16578,2013-01-03,T,Annual,1,T,NE,Hunt Fish Combo,2013,30,1993,Male,custer,1108,20
20255,2013-10-12,T,Season,1,T,NE,Deer,2013,30,1993,Male,custer,1108,20
21181,2013-11-18,T,Season,1,T,NE,Deer,2013,73.5,1993,Male,custer,1108,20
23985,2014-06-14,T,Annual,1,T,NE,Hunt Fish Combo,2014,30,1993,Male,custer,1108,21
26292,2014-11-15,T,Season,1,T,NE,Deer,2014,73.5,1993,Male,custer,1108,21
26627,2014-11-24,T,Season,1,T,NE,Deer,2014,15.5,1993,Male,custer,1108,21
27388,2015-01-18,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1993,Male,custer,1108,22
30816,2015-10-06,T,Season,1,T,NE,Deer,2015,30,1993,Male,custer,1108,22
31466,2015-11-09,T,Season,1,T,NE,Deer,2015,30,1993,Male,custer,1108,22
3460,2010-09-04,T,Annual,1,T,NE,Hunt,2010,14,1986,Male,buffalo,1109,24
3461,2010-09-04,T,Season,1,T,NE,Deer,2010,73.5,1986,Male,buffalo,1109,24
3473,2010-09-04,NA,Annual,1,T,NE,WaterFowl,2010,5,1986,Male,buffalo,1109,24
7373,2011-05-10,T,Annual,1,T,NE,Fish,2011,18.5,1986,Male,buffalo,1109,25
24876,2014-08-19,T,Annual,1,T,NE,Fish,2014,18.5,1986,Male,buffalo,1109,28
34793,2016-06-06,T,Annual,1,T,NE,Fish,2016,19.5,1986,Male,buffalo,1109,30
7538,2011-05-24,T,Annual,1,T,NE,Fish,2011,18.5,1980,Female,dixon,1110,31
12308,2012-04-03,T,Annual,1,T,NE,Fish,2012,18.5,1980,Female,dixon,1110,32
23603,2014-05-26,T,Annual,1,T,NE,Fish,2014,18.5,1980,Female,dixon,1110,34
29022,2015-05-27,T,Annual,1,T,NE,Fish,2015,18.5,1980,Female,dixon,1110,35
3510,2010-09-06,T,Season,1,T,NE,Deer,2010,30,1933,Male,dodge,1111,77
9501,2011-10-11,T,Season,1,T,NE,Deer,2011,30,1933,Male,dodge,1111,78
15084,2012-10-09,T,Season,1,T,NE,Deer,2012,30,1933,Male,dodge,1111,79
20247,2013-10-11,T,Season,1,T,NE,Deer,2013,30,1933,Male,dodge,1111,80
1292,2010-04-13,T,Annual,1,F,KS,Hunt Fish Combo,2010,30,1994,Male,NA,1112,16
7391,2011-05-11,T,Annual,1,F,KS,Fish,2011,18.5,1994,Male,NA,1112,17
10641,2011-11-24,T,Annual,1,F,KS,Hunt,2011,14,1994,Male,NA,1112,17
10652,2011-11-24,NA,Annual,1,F,KS,WaterFowl,2011,5,1994,Male,NA,1112,17
13255,2012-05-23,T,Annual,1,F,KS,Fish,2012,18.5,1994,Male,NA,1112,18
16060,2012-11-21,T,Annual,1,F,KS,Hunt,2012,14,1994,Male,NA,1112,18
16065,2012-11-21,NA,Annual,1,F,KS,WaterFowl,2012,5,1994,Male,NA,1112,18
21342,2013-11-29,T,Annual,1,F,KS,Hunt,2013,14,1994,Male,NA,1112,19
21347,2013-11-29,NA,Annual,1,F,KS,WaterFowl,2013,5,1994,Male,NA,1112,19
23456,2014-05-17,T,Annual,1,F,KS,Fish,2014,18.5,1994,Male,NA,1112,20
26676,2014-11-30,T,Annual,1,F,KS,Hunt,2014,14,1994,Male,NA,1112,20
3312,2010-08-20,F,Season,1,F,LA,Deer,2010,209,1959,Male,NA,1113,51
8757,2011-08-17,F,Season,1,F,LA,Deer,2011,209,1959,Male,NA,1113,52
14252,2012-07-31,F,Season,1,F,LA,Deer,2012,209,1959,Male,NA,1113,53
19409,2013-07-27,F,Season,1,F,LA,Deer,2013,209,1959,Male,NA,1113,54
20771,2013-11-09,F,Season,1,F,LA,Deer,2013,55,1959,Male,NA,1113,54
25198,2014-09-13,F,Season,1,F,LA,Deer,2014,209,1959,Male,NA,1113,55
30968,2015-10-17,F,Season,1,F,LA,Deer,2015,215,1959,Male,NA,1113,56
35780,2016-08-24,F,Season,1,F,LA,Deer,2016,216,1959,Male,NA,1113,57
40961,2017-08-11,F,Season,1,F,LA,Deer,2017,242,1959,Male,NA,1113,58
41399,2017-09-16,F,Season,1,F,LA,Deer,2017,242,1959,Male,NA,1113,58
2219,2010-06-01,T,Annual,1,T,NE,Fish,2010,18.5,1974,Male,perkins,1114,36
4740,2010-11-09,T,Season,1,T,NE,Deer,2010,30,1974,Male,perkins,1114,36
7374,2011-05-10,T,Annual,1,T,NE,Fish,2011,18.5,1974,Male,perkins,1114,37
9700,2011-10-25,T,Season,1,T,NE,Deer,2011,30,1974,Male,perkins,1114,37
13216,2012-05-21,T,Annual,1,T,NE,Fish,2012,18.5,1974,Male,perkins,1114,38
15618,2012-11-07,T,Season,1,T,NE,Deer,2012,73.5,1974,Male,perkins,1114,38
16423,2012-12-25,NA,Annual,1,T,NE,WaterFowl,2013,5,1974,Male,perkins,1114,38
19296,2013-07-16,T,Annual,1,T,NE,Fish,2013,18.5,1974,Male,perkins,1114,39
21186,2013-11-18,T,Season,1,T,NE,Deer,2013,73.5,1974,Male,perkins,1114,39
26393,2014-11-16,T,Season,1,T,NE,Deer,2014,30,1974,Male,perkins,1114,40
26394,2014-11-16,T,Season,1,T,NE,Deer,2014,30,1974,Male,perkins,1114,40
31778,2015-11-15,T,Season,1,T,NE,Deer,2015,30,1974,Male,perkins,1114,41
31779,2015-11-15,T,Season,1,T,NE,Deer,2015,30,1974,Male,perkins,1114,41
34634,2016-05-31,T,Annual,1,T,NE,Fish,2016,19.5,1974,Male,perkins,1114,42
37248,2016-11-13,T,Season,1,T,NE,Deer,2016,31,1974,Male,perkins,1114,42
40043,2017-05-31,T,Annual,1,T,NE,Fish,2017,23,1974,Male,perkins,1114,43
42459,2017-11-12,T,Season,1,T,NE,Deer,2017,37,1974,Male,perkins,1114,43
43143,2018-01-04,NA,Annual,1,T,NE,WaterFowl,2018,10,1974,Male,perkins,1114,44
47443,2018-11-12,T,Season,1,T,NE,Deer,2018,88,1974,Male,perkins,1114,44
3440,2010-09-03,T,Season,1,T,NE,Deer,2010,11,1951,Male,lincoln,1115,59
3441,2010-09-03,T,Season,1,T,NE,Deer,2010,30,1951,Male,lincoln,1115,59
3442,2010-09-03,T,Season,1,T,NE,Deer,2010,30,1951,Male,lincoln,1115,59
8517,2011-07-23,T,Season,1,T,NE,Deer,2011,30,1951,Male,lincoln,1115,60
8518,2011-07-23,T,Lifetime,99,T,NE,Hunt Fish Combo,2011,0,1951,Male,lincoln,1115,60
11103,2011-12-30,T,Season,1,T,NE,Deer,2011,30,1951,Male,lincoln,1115,60
32381,2015-12-26,T,Season,1,T,NE,Deer,2015,30,1951,Male,lincoln,1115,64
45600,2018-07-13,T,Season,1,T,NE,Deer,2018,37,1951,Male,lincoln,1115,67
1239,2010-04-12,T,Annual,1,T,NE,Fish,2010,18.5,1957,Female,scotts bluff,1116,53
7447,2011-05-15,T,Annual,1,T,NE,Fish,2011,18.5,1957,Female,scotts bluff,1116,54
11822,2012-03-13,T,Annual,1,T,NE,Fish,2012,18.5,1957,Female,scotts bluff,1116,55
18186,2013-05-18,T,Annual,1,T,NE,Fish,2013,18.5,1957,Female,scotts bluff,1116,56
22333,2014-03-10,T,Annual,1,T,NE,Fish,2014,18.5,1957,Female,scotts bluff,1116,57
27964,2015-03-30,T,Annual,1,T,NE,Fish,2015,18.5,1957,Female,scotts bluff,1116,58
45504,2018-07-08,T,Annual,1,T,NE,Fish,2018,23,1957,Female,scotts bluff,1116,61
97,2009-12-22,T,Annual,1,T,NE,Hunt,2010,14,1952,Male,lancaster,1117,57
4844,2010-11-12,T,Season,1,T,NE,Deer,2010,30,1952,Male,lancaster,1117,58
5436,2010-12-14,T,Season,1,T,NE,Deer,2010,30,1952,Male,lancaster,1117,58
7222,2011-05-01,T,Season,1,T,NE,Spring Turkey,2011,24,1952,Male,lancaster,1117,59
10268,2011-11-12,T,Season,1,T,NE,Deer,2011,73.5,1952,Male,lancaster,1117,59
10269,2011-11-12,T,Annual,1,T,NE,Hunt,2011,14,1952,Male,lancaster,1117,59
10751,2011-12-03,T,Season,1,T,NE,Deer,2011,30,1952,Male,lancaster,1117,59
11024,2011-12-25,T,Annual,1,T,NE,Hunt,2012,14,1952,Male,lancaster,1117,59
12594,2012-04-15,T,Season,1,T,NE,Spring Turkey,2012,24,1952,Male,lancaster,1117,60
15811,2012-11-11,T,Season,1,T,NE,Deer,2012,30,1952,Male,lancaster,1117,60
18149,2013-05-15,T,Annual,1,T,NE,Fish,2013,18.5,1952,Male,lancaster,1117,61
21233,2013-11-20,T,Annual,1,T,NE,Hunt,2013,14,1952,Male,lancaster,1117,61
21234,2013-11-20,T,Season,1,T,NE,Deer,2013,30,1952,Male,lancaster,1117,61
22700,2014-04-10,T,Annual,1,T,NE,Fish,2014,18.5,1952,Male,lancaster,1117,62
26385,2014-11-16,T,Season,1,T,NE,Deer,2014,30,1952,Male,lancaster,1117,62
26808,2014-12-13,T,Season,1,T,NE,Deer,2014,30,1952,Male,lancaster,1117,62
27359,2015-01-14,T,Annual,1,T,NE,Fish,2015,18.5,1952,Male,lancaster,1117,63
31769,2015-11-15,T,Annual,1,T,NE,Hunt,2015,14,1952,Male,lancaster,1117,63
31770,2015-11-15,T,Season,1,T,NE,Deer,2015,30,1952,Male,lancaster,1117,63
32660,2016-01-06,T,Annual,1,T,NE,Hunt Fish Combo,2016,31,1952,Male,lancaster,1117,64
37593,2016-11-29,T,Season,1,T,NE,Deer,2016,31,1952,Male,lancaster,1117,64
37849,2016-12-25,T,Annual,1,T,NE,Hunt Fish Combo,2017,37,1952,Male,lancaster,1117,64
43120,2018-01-04,T,Annual,1,T,NE,Fish,2018,23,1952,Male,lancaster,1117,66
505,2010-01-17,T,Annual,1,T,NE,Hunt Fish Combo,2010,30,1959,Male,buffalo,1118,51
4610,2010-11-05,T,Season,1,T,NE,Deer,2010,73.5,1959,Male,buffalo,1118,51
6038,2011-01-16,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1959,Male,buffalo,1118,52
8852,2011-08-31,T,Season,1,T,NE,Deer,2011,30,1959,Male,buffalo,1118,52
11306,2012-01-07,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1959,Male,buffalo,1118,53
14354,2012-08-12,T,Season,1,T,NE,Deer,2012,30,1959,Male,buffalo,1118,53
17175,2013-03-17,T,Annual,1,T,NE,Fish,2013,18.5,1959,Male,buffalo,1118,54
21957,2014-01-10,T,Annual,1,T,NE,Fish,2014,18.5,1959,Male,buffalo,1118,55
27476,2015-01-25,T,Annual,1,T,NE,Fish,2015,18.5,1959,Male,buffalo,1118,56
32876,2016-01-24,T,Annual,1,T,NE,Fish,2016,19.5,1959,Male,buffalo,1118,57
36433,2016-10-14,T,Season,1,T,NE,Deer,2016,31,1959,Male,buffalo,1118,57
38203,2017-01-09,T,Annual,1,T,NE,Fish,2017,23,1959,Male,buffalo,1118,58
42265,2017-11-09,T,Season,1,T,NE,Deer,2017,37,1959,Male,buffalo,1118,58
43340,2018-01-14,T,Annual,1,T,NE,Fish,2018,23,1959,Male,buffalo,1118,59
2172,2010-05-31,F,1-Day,1,F,CO,Fish,2010,8.5,1976,Male,NA,1119,34
2173,2010-05-31,F,1-Day,1,F,CO,Fish,2010,8.5,1976,Male,NA,1119,34
5214,2010-11-25,F,Season,1,F,CO,Deer,2010,55,1976,Male,NA,1119,34
8139,2011-07-03,F,3-Day,1,F,CO,Fish,2011,17.5,1976,Male,NA,1119,35
12203,2012-03-30,F,Season,1,F,CO,Spring Turkey,2012,91,1976,Male,NA,1119,36
12698,2012-04-20,F,1-Day,1,F,CO,Fish,2012,8.5,1976,Male,NA,1119,36
12699,2012-04-20,F,1-Day,1,F,CO,Fish,2012,8.5,1976,Male,NA,1119,36
13307,2012-05-27,F,1-Day,1,F,CO,Fish,2012,8.5,1976,Male,NA,1119,36
13308,2012-05-27,F,1-Day,1,F,CO,Fish,2012,8.5,1976,Male,NA,1119,36
13832,2012-06-30,F,1-Day,1,F,CO,Fish,2012,8.5,1976,Male,NA,1119,36
13833,2012-06-30,F,1-Day,1,F,CO,Fish,2012,8.5,1976,Male,NA,1119,36
15481,2012-11-01,F,Season,1,F,CO,Deer,2012,55,1976,Male,NA,1119,36
17274,2013-03-29,F,Season,1,F,CO,Spring Turkey,2013,91,1976,Male,NA,1119,37
17738,2013-04-22,F,1-Day,1,F,CO,Fish,2013,8.5,1976,Male,NA,1119,37
19066,2013-07-06,F,Annual,1,F,CO,Fish,2013,50.5,1976,Male,NA,1119,37
23243,2014-05-04,F,1-Day,1,F,CO,Fish,2014,8.5,1976,Male,NA,1119,38
23244,2014-05-04,F,1-Day,1,F,CO,Fish,2014,8.5,1976,Male,NA,1119,38
23245,2014-05-04,F,Season,1,F,CO,Spring Turkey,2014,91,1976,Male,NA,1119,38
27896,2015-03-26,F,Season,1,F,CO,Spring Turkey,2015,96,1976,Male,NA,1119,39
28926,2015-05-23,F,3-Day,1,F,CO,Fish,2015,17.5,1976,Male,NA,1119,39
33651,2016-04-09,F,Annual,1,F,CO,Fish,2016,51.5,1976,Male,NA,1119,40
33652,2016-04-09,F,Season,1,F,CO,Spring Turkey,2016,97,1976,Male,NA,1119,40
36330,2016-10-05,F,Season,1,F,CO,Deer,2016,62,1976,Male,NA,1119,40
37030,2016-11-09,F,Season,1,F,CO,Deer,2016,62,1976,Male,NA,1119,40
37900,2016-12-29,F,Lifetime (age 17+),99,F,CO,Hunt Fish Combo,2016,1772,1976,Male,NA,1119,40
38793,2017-03-20,F,Season,1,F,CO,Spring Turkey,2017,109,1976,Male,NA,1119,41
38929,2017-03-29,F,Season,1,F,CO,Spring Turkey,2017,109,1976,Male,NA,1119,41
43754,2018-03-19,F,Season,1,F,CO,Spring Turkey,2018,109,1976,Male,NA,1119,42
44240,2018-04-27,F,Season,1,F,CO,Spring Turkey,2018,109,1976,Male,NA,1119,42
152,2009-12-25,T,Annual,1,T,NE,Hunt Fish Combo,2010,30,1991,Male,custer,1120,18
160,2009-12-25,NA,Annual,1,T,NE,WaterFowl,2010,5,1991,Male,custer,1120,18
948,2010-03-28,T,Season,1,T,NE,Spring Turkey,2010,24,1991,Male,custer,1120,19
4248,2010-10-20,T,Season,1,T,NE,Deer,2010,30,1991,Male,custer,1120,19
4371,2010-10-27,T,Season,1,T,NE,Deer,2010,30,1991,Male,custer,1120,19
5582,2010-12-25,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1991,Male,custer,1120,19
5598,2010-12-25,NA,Annual,1,T,NE,WaterFowl,2011,5,1991,Male,custer,1120,19
6649,2011-04-03,T,Season,1,T,NE,Spring Turkey,2011,24,1991,Male,custer,1120,20
9145,2011-09-18,T,Season,1,T,NE,Deer,2011,30,1991,Male,custer,1120,20
10922,2011-12-19,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1991,Male,custer,1120,20
10932,2011-12-19,NA,Annual,1,T,NE,WaterFowl,2012,5,1991,Male,custer,1120,20
14510,2012-09-02,T,Season,1,T,NE,Deer,2012,30,1991,Male,custer,1120,21
16484,2012-12-30,T,Annual,1,T,NE,Hunt Fish Combo,2013,30,1991,Male,custer,1120,21
16495,2012-12-30,NA,Annual,1,T,NE,WaterFowl,2013,5,1991,Male,custer,1120,21
20364,2013-10-20,T,Season,1,T,NE,Deer,2013,30,1991,Male,custer,1120,22
20990,2013-11-16,T,Season,1,T,NE,Deer,2013,15.5,1991,Male,custer,1120,22
21564,2013-12-22,T,Annual,1,T,NE,Hunt Fish Combo,2014,30,1991,Male,custer,1120,22
21588,2013-12-22,NA,Annual,1,T,NE,WaterFowl,2014,5,1991,Male,custer,1120,22
25011,2014-09-02,T,Season,1,T,NE,Deer,2014,30,1991,Male,custer,1120,23
26557,2014-11-19,T,Season,1,T,NE,Deer,2014,15.5,1991,Male,custer,1120,23
26952,2014-12-24,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1991,Male,custer,1120,23
28176,2015-04-10,T,Season,1,T,NE,Spring Turkey,2015,24,1991,Male,custer,1120,24
30242,2015-08-21,T,Season,1,T,NE,Deer,2015,30,1991,Male,custer,1120,24
31682,2015-11-14,T,Season,1,T,NE,Deer,2015,15.5,1991,Male,custer,1120,24
32366,2015-12-25,T,Annual,1,T,NE,Hunt Fish Combo,2016,31,1991,Male,custer,1120,24
33568,2016-04-04,T,Season,1,T,NE,Spring Turkey,2016,25,1991,Male,custer,1120,25
33742,2016-04-13,T,Season,1,T,NE,Spring Turkey,2016,25,1991,Male,custer,1120,25
35841,2016-08-31,T,Season,1,T,NE,Deer,2016,31,1991,Male,custer,1120,25
35842,2016-08-31,T,Season,1,T,NE,Deer,2016,16.5,1991,Male,custer,1120,25
37820,2016-12-23,T,Annual,1,T,NE,Hunt Fish Combo,2017,37,1991,Male,custer,1120,25
38965,2017-04-03,T,Season,1,T,NE,Spring Turkey,2017,30,1991,Male,custer,1120,26
41606,2017-10-06,T,Season,1,T,NE,Deer,2017,20,1991,Male,custer,1120,26
41607,2017-10-06,T,Season,1,T,NE,Deer,2017,37,1991,Male,custer,1120,26
42970,2017-12-24,T,Annual,1,T,NE,Hunt Fish Combo,2018,37,1991,Male,custer,1120,26
42987,2017-12-24,NA,Annual,1,T,NE,WaterFowl,2018,10,1991,Male,custer,1120,26
43823,2018-03-26,T,Season,1,T,NE,Spring Turkey,2018,30,1991,Male,custer,1120,27
43846,2018-03-28,T,Season,1,T,NE,Spring Turkey,2018,30,1991,Male,custer,1120,27
46457,2018-10-01,T,Season,1,T,NE,Deer,2018,20,1991,Male,custer,1120,27
46458,2018-10-01,T,Season,1,T,NE,Deer,2018,37,1991,Male,custer,1120,27
47860,2019-01-16,T,Season,1,T,NE,Deer,2018,37,1991,Male,custer,1120,28
9592,2011-10-17,F,1-Day,1,T,NE,Fish,2011,8.5,1987,Female,douglas,1121,24
19014,2013-07-02,T,1-Day,1,T,NE,Fish,2013,6.5,1987,Female,douglas,1121,26
42,2009-12-16,T,Annual,1,T,NE,Hunt Fish Combo,2010,30,1961,Male,red willow,1122,48
2897,2010-07-07,T,Season,1,T,NE,Deer,2010,30,1961,Male,red willow,1122,49
5454,2010-12-16,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1961,Male,red willow,1122,49
8297,2011-07-13,T,Season,1,T,NE,Deer,2011,30,1961,Male,red willow,1122,50
10718,2011-12-01,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1961,Male,red willow,1122,50
13583,2012-06-08,T,Season,1,T,NE,Deer,2012,30,1961,Male,red willow,1122,51
16201,2012-12-06,T,Annual,1,T,NE,Hunt Fish Combo,2013,30,1961,Male,red willow,1122,51
18716,2013-06-13,T,Season,1,T,NE,Deer,2013,30,1961,Male,red willow,1122,52
21532,2013-12-20,T,Annual,1,T,NE,Hunt Fish Combo,2014,30,1961,Male,red willow,1122,52
26049,2014-11-08,T,Season,1,T,NE,Deer,2014,30,1961,Male,red willow,1122,53
26866,2014-12-18,T,Annual,1,T,NE,Hunt Fish Combo,2015,30,1961,Male,red willow,1122,53
29603,2015-07-02,T,Season,1,T,NE,Deer,2015,30,1961,Male,red willow,1122,54
32187,2015-12-08,T,Annual,1,T,NE,Hunt Fish Combo,2016,31,1961,Male,red willow,1122,54
35134,2016-06-30,T,Season,1,T,NE,Deer,2016,31,1961,Male,red willow,1122,55
37634,2016-12-04,T,Annual,1,T,NE,Hunt Fish Combo,2017,37,1961,Male,red willow,1122,55
40465,2017-06-29,T,Season,1,T,NE,Deer,2017,37,1961,Male,red willow,1122,56
42846,2017-12-11,T,Annual,1,T,NE,Hunt Fish Combo,2018,37,1961,Male,red willow,1122,56
45388,2018-06-30,T,Season,1,T,NE,Deer,2018,37,1961,Male,red willow,1122,57
3384,2010-08-28,T,Annual,1,T,NE,Hunt Fish Combo,2010,5,1941,Male,box butte,1123,69
6313,2011-03-03,T,Annual,1,T,NE,Hunt Fish Combo,2011,5,1941,Male,box butte,1123,70
14408,2012-08-19,T,Annual,1,T,NE,Hunt Fish Combo,2012,5,1941,Male,box butte,1123,71
22616,2014-04-06,T,Annual,1,T,NE,Hunt Fish Combo,2014,5,1941,Male,box butte,1123,73
27914,2015-03-27,T,Annual,1,T,NE,Hunt Fish Combo,2015,5,1941,Male,box butte,1123,74
33410,2016-03-23,T,Annual,1,T,NE,Hunt Fish Combo,2016,5,1941,Male,box butte,1123,75
39576,2017-05-03,T,Annual,1,T,NE,Hunt Fish Combo,2017,5,1941,Male,box butte,1123,76
44084,2018-04-19,T,Annual,1,T,NE,Hunt Fish Combo,2018,5,1941,Male,box butte,1123,77
44438,2018-05-06,T,Season,1,T,NE,Spring Turkey,2018,30,1941,Male,box butte,1123,77
651,2010-02-02,T,Annual,1,T,NE,Fish,2010,18.5,1961,Male,douglas,1124,49
6244,2011-02-16,T,Annual,1,T,NE,Fish,2011,18.5,1961,Male,douglas,1124,50
11025,2011-12-25,T,Annual,1,T,NE,Fish,2012,18.5,1961,Male,douglas,1124,50
16994,2013-02-02,T,Annual,1,T,NE,Fish,2013,18.5,1961,Male,douglas,1124,52
22180,2014-02-01,T,Annual,1,T,NE,Fish,2014,18.5,1961,Male,douglas,1124,53
27506,2015-02-01,T,Annual,1,T,NE,Fish,2015,18.5,1961,Male,douglas,1124,54
32971,2016-02-12,T,Annual,1,T,NE,Fish,2016,19.5,1961,Male,douglas,1124,55
38451,2017-02-02,T,Annual,1,T,NE,Fish,2017,23,1961,Male,douglas,1124,56
43563,2018-02-11,T,Annual,1,T,NE,Fish,2018,23,1961,Male,douglas,1124,57
34085,2016-05-01,F,Season,1,F,OH,Spring Turkey,2016,97,1971,Female,NA,1125,45
4900,2010-11-13,T,Season,1,T,NE,Deer,2010,6,1999,Female,pierce,1126,11
10275,2011-11-12,T,Season,1,T,NE,Deer,2011,30,1999,Female,pierce,1126,12
11357,2012-01-09,T,Annual,1,T,NE,Hunt,2012,14,1999,Female,pierce,1126,13
2255,2010-06-02,T,Annual,1,T,NE,Hunt Fish Combo,2010,30,1964,Male,seward,1127,46
3278,2010-08-15,T,Season,1,T,NE,Deer,2010,30,1964,Male,seward,1127,46
3279,2010-08-15,T,Season,1,T,NE,Deer,2010,11,1964,Male,seward,1127,46
6981,2011-04-18,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1964,Male,seward,1127,47
6982,2011-04-18,T,Season,1,T,NE,Spring Turkey,2011,24,1964,Male,seward,1127,47
9451,2011-10-08,T,Season,1,T,NE,Deer,2011,11,1964,Male,seward,1127,47
10270,2011-11-12,T,Season,1,T,NE,Deer,2011,30,1964,Male,seward,1127,47
13309,2012-05-27,T,Season,1,T,NE,Spring Turkey,2012,24,1964,Male,seward,1127,48
14608,2012-09-09,T,Season,1,T,NE,Deer,2012,30,1964,Male,seward,1127,48
14609,2012-09-09,T,Season,1,T,NE,Deer,2012,30,1964,Male,seward,1127,48
20986,2013-11-16,T,Season,1,T,NE,Deer,2013,30,1964,Male,seward,1127,49
24646,2014-07-26,T,Annual,1,T,NE,Hunt Fish Combo,2014,30,1964,Male,seward,1127,50
25044,2014-09-03,T,Season,1,T,NE,Deer,2014,30,1964,Male,seward,1127,50
30328,2015-08-31,T,Season,1,T,NE,Deer,2015,30,1964,Male,seward,1127,51
36795,2016-11-02,T,Season,1,T,NE,Deer,2016,31,1964,Male,seward,1127,52
36796,2016-11-02,T,Season,1,T,NE,Deer,2016,31,1964,Male,seward,1127,52
42091,2017-11-04,T,Annual,1,T,NE,Hunt,2017,18,1964,Male,seward,1127,53
42092,2017-11-04,T,Season,1,T,NE,Deer,2017,37,1964,Male,seward,1127,53
45731,2018-07-22,T,Annual,1,T,NE,Fish,2018,23,1964,Male,seward,1127,54
47329,2018-11-11,T,Season,1,T,NE,Deer,2018,37,1964,Male,seward,1127,54
37723,2016-12-14,T,Annual,1,T,NE,Fish,2017,23,1987,Male,lancaster,1128,29
45771,2018-07-27,T,Annual,1,T,NE,Fish,2018,23,1987,Male,lancaster,1128,31
12997,2012-05-07,T,Annual,1,T,NE,Fish,2012,18.5,1972,Male,saunders,1129,40
18643,2013-06-09,T,Annual,1,T,NE,Fish,2013,18.5,1972,Male,saunders,1129,41
24192,2014-06-28,T,Annual,1,T,NE,Fish,2014,18.5,1972,Male,saunders,1129,42
28891,2015-05-19,T,Annual,1,T,NE,Fish,2015,18.5,1972,Male,saunders,1129,43
34545,2016-05-29,T,Annual,1,T,NE,Fish,2016,19.5,1972,Male,saunders,1129,44
40002,2017-05-30,T,Annual,1,T,NE,Fish,2017,23,1972,Male,saunders,1129,45
1241,2010-04-12,T,Annual,1,T,NE,Fish,2010,18.5,1957,Male,scotts bluff,1130,53
4203,2010-10-17,T,Season,1,T,NE,Deer,2010,30,1957,Male,scotts bluff,1130,53
4454,2010-10-31,T,Annual,1,T,NE,Hunt,2010,14,1957,Male,scotts bluff,1130,53
7225,2011-05-01,T,Annual,1,T,NE,Fish,2011,18.5,1957,Male,scotts bluff,1130,54
11954,2012-03-19,T,Annual,1,T,NE,Fish,2012,18.5,1957,Male,scotts bluff,1130,55
15433,2012-10-29,T,Season,1,T,NE,Deer,2012,30,1957,Male,scotts bluff,1130,55
20747,2013-11-08,T,Season,1,T,NE,Deer,2013,30,1957,Male,scotts bluff,1130,56
23606,2014-05-26,T,Annual,1,T,NE,Fish,2014,18.5,1957,Male,scotts bluff,1130,57
25736,2014-10-26,T,Season,1,T,NE,Deer,2014,30,1957,Male,scotts bluff,1130,57
29259,2015-06-09,T,Annual,1,T,NE,Fish,2015,18.5,1957,Male,scotts bluff,1130,58
32815,2016-01-16,T,Annual,1,T,NE,Fish,2016,19.5,1957,Male,scotts bluff,1130,59
36316,2016-10-04,T,Season,1,T,NE,Deer,2016,31,1957,Male,scotts bluff,1130,59
38470,2017-02-06,T,Annual,1,T,NE,Fish,2017,23,1957,Male,scotts bluff,1130,60
44550,2018-05-10,T,Annual,1,T,NE,Fish,2018,23,1957,Male,scotts bluff,1130,61
608,2010-01-25,T,Annual,1,T,NE,Fish,2010,18.5,1957,Male,scotts bluff,1131,53
6724,2011-04-07,T,Annual,1,T,NE,Fish,2011,18.5,1957,Male,scotts bluff,1131,54
13382,2012-05-29,T,Annual,1,T,NE,Fish,2012,18.5,1957,Male,scotts bluff,1131,55
16498,2012-12-31,T,Annual,1,T,NE,Fish,2013,18.5,1957,Male,scotts bluff,1131,55
27832,2015-03-22,T,Annual,1,T,NE,Fish,2015,18.5,1957,Male,scotts bluff,1131,58
113,2009-12-23,T,Annual,1,T,NE,Hunt Fish Combo,2010,30,1968,Male,garden,1132,41
406,2010-01-07,NA,Annual,1,T,NE,WaterFowl,2010,5,1968,Male,garden,1132,42
5397,2010-12-10,T,Annual,1,T,NE,Hunt Fish Combo,2011,30,1968,Male,garden,1132,42
5400,2010-12-10,NA,Annual,1,T,NE,WaterFowl,2011,5,1968,Male,garden,1132,42
10075,2011-11-08,T,Season,1,T,NE,Deer,2011,30,1968,Male,garden,1132,43
11000,2011-12-24,T,Annual,1,T,NE,Hunt Fish Combo,2012,30,1968,Male,garden,1132,43
11017,2011-12-24,NA,Annual,1,T,NE,WaterFowl,2012,5,1968,Male,garden,1132,43
16283,2012-12-16,T,Annual,1,T,NE,Hunt Fish Combo,2013,30,1968,Male,garden,1132,44
